subject,draw,n_train,n_test,pipeline,group,accuracy,best
5,7,10,40,control/riemann-kernel-SVM,control,0.5,"{""clf__C"": 0.1}"
5,7,10,40,control/logeuclid-kernel-SVM,control,0.5,"{""clf__C"": 0.1}"
5,7,10,40,quantum/HS-overlap-SVM,quantum,0.475,"{""clf__C"": 0.1}"
5,7,10,40,quantum/Fidelity-SVM,quantum,0.475,"{""clf__C"": 0.1}"
5,7,10,40,quantum/HS-RBF-SVM,quantum,0.525,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
5,7,10,40,quantum/Bures-RBF-SVM,quantum,0.475,"{""clf__C"": 1.0, ""clf__gamma_mult"": 1.0}"
5,7,10,40,quantum/QRE-RBF-SVM,quantum,0.475,"{""clf__C"": 1.0, ""clf__gamma_mult"": 1.0}"
5,7,10,40,quantum/HS-overlap-ref-SVM,quantum,0.525,"{""clf__C"": 0.1}"
5,7,10,40,quantum/Fidelity-ref-SVM,quantum,0.475,"{""clf__C"": 0.1}"
5,7,10,40,quantum/HS-RBF-ref-SVM,quantum,0.6,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
5,7,10,40,quantum/Bures-RBF-ref-SVM,quantum,0.6,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
5,7,10,40,quantum/QRE-RBF-ref-SVM,quantum,0.6,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
5,7,20,40,classical/TS+LR,classical,0.55,"{""clf__C"": 0.1}"
5,7,20,40,classical/MDM,classical,0.5,{}
5,7,20,40,classical/CSP+LDA,classical,0.575,"{""csp__nfilter"": 6}"
5,7,20,40,control/riemann-kernel-SVM,control,0.525,"{""clf__C"": 10.0}"
5,7,20,40,control/logeuclid-kernel-SVM,control,0.5,"{""clf__C"": 0.1}"
5,7,20,40,quantum/HS-overlap-SVM,quantum,0.475,"{""clf__C"": 0.1}"
5,7,20,40,quantum/Fidelity-SVM,quantum,0.475,"{""clf__C"": 0.1}"
5,7,20,40,quantum/HS-RBF-SVM,quantum,0.45,"{""clf__C"": 1.0, ""clf__gamma_mult"": 4.0}"
5,7,20,40,quantum/Bures-RBF-SVM,quantum,0.45,"{""clf__C"": 1.0, ""clf__gamma_mult"": 4.0}"
5,7,20,40,quantum/QRE-RBF-SVM,quantum,0.45,"{""clf__C"": 1.0, ""clf__gamma_mult"": 4.0}"
5,7,20,40,quantum/HS-overlap-ref-SVM,quantum,0.575,"{""clf__C"": 0.1}"
5,7,20,40,quantum/Fidelity-ref-SVM,quantum,0.575,"{""clf__C"": 0.1}"
5,7,20,40,quantum/HS-RBF-ref-SVM,quantum,0.55,"{""clf__C"": 0.1, ""clf__gamma_mult"": 0.25}"
5,7,20,40,quantum/Bures-RBF-ref-SVM,quantum,0.625,"{""clf__C"": 10.0, ""clf__gamma_mult"": 4.0}"
5,7,20,40,quantum/QRE-RBF-ref-SVM,quantum,0.625,"{""clf__C"": 10.0, ""clf__gamma_mult"": 4.0}"
5,7,40,40,classical/TS+LR,classical,0.55,"{""clf__C"": 1.0}"
5,7,40,40,classical/MDM,classical,0.6,{}
5,7,40,40,classical/CSP+LDA,classical,0.65,"{""csp__nfilter"": 6}"
5,7,40,40,control/riemann-kernel-SVM,control,0.7,"{""clf__C"": 1.0}"
5,7,40,40,control/logeuclid-kernel-SVM,control,0.575,"{""clf__C"": 0.1}"
5,7,40,40,quantum/HS-overlap-SVM,quantum,0.525,"{""clf__C"": 0.1}"
5,7,40,40,quantum/Fidelity-SVM,quantum,0.525,"{""clf__C"": 0.1}"
5,7,40,40,quantum/HS-RBF-SVM,quantum,0.475,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,7,40,40,quantum/Bures-RBF-SVM,quantum,0.475,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,7,40,40,quantum/QRE-RBF-SVM,quantum,0.475,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,7,40,40,quantum/HS-overlap-ref-SVM,quantum,0.65,"{""clf__C"": 10.0}"
5,7,40,40,quantum/Fidelity-ref-SVM,quantum,0.575,"{""clf__C"": 0.1}"
5,7,40,40,quantum/HS-RBF-ref-SVM,quantum,0.525,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
5,7,40,40,quantum/Bures-RBF-ref-SVM,quantum,0.525,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
5,7,40,40,quantum/QRE-RBF-ref-SVM,quantum,0.525,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
5,7,80,40,classical/TS+LR,classical,0.6,"{""clf__C"": 0.1}"
5,7,80,40,classical/MDM,classical,0.6,{}
5,7,80,40,classical/CSP+LDA,classical,0.575,"{""csp__nfilter"": 4}"
5,7,80,40,control/riemann-kernel-SVM,control,0.575,"{""clf__C"": 1.0}"
5,7,80,40,control/logeuclid-kernel-SVM,control,0.525,"{""clf__C"": 1.0}"
5,7,80,40,quantum/HS-overlap-SVM,quantum,0.475,"{""clf__C"": 0.1}"
5,7,80,40,quantum/Fidelity-SVM,quantum,0.45,"{""clf__C"": 0.1}"
5,7,80,40,quantum/HS-RBF-SVM,quantum,0.45,"{""clf__C"": 10.0, ""clf__gamma_mult"": 4.0}"
5,7,80,40,quantum/Bures-RBF-SVM,quantum,0.45,"{""clf__C"": 10.0, ""clf__gamma_mult"": 4.0}"
5,7,80,40,quantum/QRE-RBF-SVM,quantum,0.45,"{""clf__C"": 10.0, ""clf__gamma_mult"": 4.0}"
5,7,80,40,quantum/HS-overlap-ref-SVM,quantum,0.575,"{""clf__C"": 10.0}"
5,7,80,40,quantum/Fidelity-ref-SVM,quantum,0.6,"{""clf__C"": 10.0}"
5,7,80,40,quantum/HS-RBF-ref-SVM,quantum,0.55,"{""clf__C"": 1.0, ""clf__gamma_mult"": 1.0}"
5,7,80,40,quantum/Bures-RBF-ref-SVM,quantum,0.65,"{""clf__C"": 1.0, ""clf__gamma_mult"": 1.0}"
5,7,80,40,quantum/QRE-RBF-ref-SVM,quantum,0.625,"{""clf__C"": 1.0, ""clf__gamma_mult"": 1.0}"
5,7,160,40,classical/TS+LR,classical,0.6,"{""clf__C"": 0.1}"
5,7,160,40,classical/MDM,classical,0.55,{}
5,7,160,40,classical/CSP+LDA,classical,0.525,"{""csp__nfilter"": 2}"
5,7,160,40,control/riemann-kernel-SVM,control,0.6,"{""clf__C"": 10.0}"
5,7,160,40,control/logeuclid-kernel-SVM,control,0.475,"{""clf__C"": 1.0}"
5,7,160,40,quantum/HS-overlap-SVM,quantum,0.5,"{""clf__C"": 0.1}"
5,7,160,40,quantum/Fidelity-SVM,quantum,0.5,"{""clf__C"": 0.1}"
5,7,160,40,quantum/HS-RBF-SVM,quantum,0.475,"{""clf__C"": 1.0, ""clf__gamma_mult"": 1.0}"
5,7,160,40,quantum/Bures-RBF-SVM,quantum,0.525,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,7,160,40,quantum/QRE-RBF-SVM,quantum,0.525,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,7,160,40,quantum/HS-overlap-ref-SVM,quantum,0.475,"{""clf__C"": 10.0}"
5,7,160,40,quantum/Fidelity-ref-SVM,quantum,0.525,"{""clf__C"": 10.0}"
5,7,160,40,quantum/HS-RBF-ref-SVM,quantum,0.5,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,7,160,40,quantum/Bures-RBF-ref-SVM,quantum,0.45,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,7,160,40,quantum/QRE-RBF-ref-SVM,quantum,0.45,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,8,10,40,classical/TS+LR,classical,0.6,"{""clf__C"": 1.0}"
5,8,10,40,classical/MDM,classical,0.525,{}
5,8,10,40,classical/CSP+LDA,classical,0.475,"{""csp__nfilter"": 2}"
5,8,10,40,control/riemann-kernel-SVM,control,0.55,"{""clf__C"": 0.1}"
5,8,10,40,control/logeuclid-kernel-SVM,control,0.525,"{""clf__C"": 0.1}"
5,8,10,40,quantum/HS-overlap-SVM,quantum,0.475,"{""clf__C"": 0.1}"
5,8,10,40,quantum/Fidelity-SVM,quantum,0.475,"{""clf__C"": 0.1}"
5,8,10,40,quantum/HS-RBF-SVM,quantum,0.45,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,8,10,40,quantum/Bures-RBF-SVM,quantum,0.45,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,8,10,40,quantum/QRE-RBF-SVM,quantum,0.45,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,8,10,40,quantum/HS-overlap-ref-SVM,quantum,0.45,"{""clf__C"": 0.1}"
5,8,10,40,quantum/Fidelity-ref-SVM,quantum,0.4,"{""clf__C"": 0.1}"
5,8,10,40,quantum/HS-RBF-ref-SVM,quantum,0.35,"{""clf__C"": 0.1, ""clf__gamma_mult"": 4.0}"
5,8,10,40,quantum/Bures-RBF-ref-SVM,quantum,0.4,"{""clf__C"": 0.1, ""clf__gamma_mult"": 4.0}"
5,8,10,40,quantum/QRE-RBF-ref-SVM,quantum,0.425,"{""clf__C"": 0.1, ""clf__gamma_mult"": 4.0}"
5,8,20,40,classical/TS+LR,classical,0.6,"{""clf__C"": 1.0}"
5,8,20,40,classical/MDM,classical,0.6,{}
5,8,20,40,classical/CSP+LDA,classical,0.625,"{""csp__nfilter"": 6}"
5,8,20,40,control/riemann-kernel-SVM,control,0.625,"{""clf__C"": 10.0}"
5,8,20,40,control/logeuclid-kernel-SVM,control,0.55,"{""clf__C"": 10.0}"
5,8,20,40,quantum/HS-overlap-SVM,quantum,0.525,"{""clf__C"": 0.1}"
5,8,20,40,quantum/Fidelity-SVM,quantum,0.525,"{""clf__C"": 0.1}"
5,8,20,40,quantum/HS-RBF-SVM,quantum,0.5,"{""clf__C"": 10.0, ""clf__gamma_mult"": 4.0}"
5,8,20,40,quantum/Bures-RBF-SVM,quantum,0.5,"{""clf__C"": 10.0, ""clf__gamma_mult"": 4.0}"
5,8,20,40,quantum/QRE-RBF-SVM,quantum,0.5,"{""clf__C"": 10.0, ""clf__gamma_mult"": 4.0}"
5,8,20,40,quantum/HS-overlap-ref-SVM,quantum,0.55,"{""clf__C"": 10.0}"
5,8,20,40,quantum/Fidelity-ref-SVM,quantum,0.625,"{""clf__C"": 10.0}"
5,8,20,40,quantum/HS-RBF-ref-SVM,quantum,0.55,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
5,8,20,40,quantum/Bures-RBF-ref-SVM,quantum,0.575,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
5,8,20,40,quantum/QRE-RBF-ref-SVM,quantum,0.575,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
5,8,40,40,classical/TS+LR,classical,0.575,"{""clf__C"": 0.1}"
5,8,40,40,classical/MDM,classical,0.5,{}
5,8,40,40,classical/CSP+LDA,classical,0.625,"{""csp__nfilter"": 4}"
5,8,40,40,control/riemann-kernel-SVM,control,0.575,"{""clf__C"": 10.0}"
5,8,40,40,control/logeuclid-kernel-SVM,control,0.55,"{""clf__C"": 1.0}"
5,8,40,40,quantum/HS-overlap-SVM,quantum,0.475,"{""clf__C"": 10.0}"
5,8,40,40,quantum/Fidelity-SVM,quantum,0.45,"{""clf__C"": 0.1}"
5,8,40,40,quantum/HS-RBF-SVM,quantum,0.525,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,8,40,40,quantum/Bures-RBF-SVM,quantum,0.525,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,8,40,40,quantum/QRE-RBF-SVM,quantum,0.525,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,8,40,40,quantum/HS-overlap-ref-SVM,quantum,0.55,"{""clf__C"": 10.0}"
5,8,40,40,quantum/Fidelity-ref-SVM,quantum,0.525,"{""clf__C"": 10.0}"
5,8,40,40,quantum/HS-RBF-ref-SVM,quantum,0.475,"{""clf__C"": 10.0, ""clf__gamma_mult"": 4.0}"
5,8,40,40,quantum/Bures-RBF-ref-SVM,quantum,0.5,"{""clf__C"": 10.0, ""clf__gamma_mult"": 4.0}"
5,8,40,40,quantum/QRE-RBF-ref-SVM,quantum,0.5,"{""clf__C"": 10.0, ""clf__gamma_mult"": 4.0}"
5,8,80,40,classical/TS+LR,classical,0.65,"{""clf__C"": 0.1}"
5,8,80,40,classical/MDM,classical,0.525,{}
5,8,80,40,classical/CSP+LDA,classical,0.5,"{""csp__nfilter"": 4}"
5,8,80,40,control/riemann-kernel-SVM,control,0.625,"{""clf__C"": 1.0}"
5,8,80,40,control/logeuclid-kernel-SVM,control,0.45,"{""clf__C"": 1.0}"
5,8,80,40,quantum/HS-overlap-SVM,quantum,0.475,"{""clf__C"": 0.1}"
5,8,80,40,quantum/Fidelity-SVM,quantum,0.475,"{""clf__C"": 0.1}"
5,8,80,40,quantum/HS-RBF-SVM,quantum,0.5,"{""clf__C"": 1.0, ""clf__gamma_mult"": 0.25}"
5,8,80,40,quantum/Bures-RBF-SVM,quantum,0.475,"{""clf__C"": 1.0, ""clf__gamma_mult"": 4.0}"
5,8,80,40,quantum/QRE-RBF-SVM,quantum,0.475,"{""clf__C"": 1.0, ""clf__gamma_mult"": 4.0}"
5,8,80,40,quantum/HS-overlap-ref-SVM,quantum,0.675,"{""clf__C"": 10.0}"
5,8,80,40,quantum/Fidelity-ref-SVM,quantum,0.6,"{""clf__C"": 10.0}"
5,8,80,40,quantum/HS-RBF-ref-SVM,quantum,0.55,"{""clf__C"": 1.0, ""clf__gamma_mult"": 4.0}"
5,8,80,40,quantum/Bures-RBF-ref-SVM,quantum,0.55,"{""clf__C"": 1.0, ""clf__gamma_mult"": 4.0}"
5,8,80,40,quantum/QRE-RBF-ref-SVM,quantum,0.55,"{""clf__C"": 1.0, ""clf__gamma_mult"": 4.0}"
5,8,160,40,classical/TS+LR,classical,0.5,"{""clf__C"": 0.1}"
5,8,160,40,classical/MDM,classical,0.55,{}
5,8,160,40,classical/CSP+LDA,classical,0.475,"{""csp__nfilter"": 4}"
5,8,160,40,control/riemann-kernel-SVM,control,0.525,"{""clf__C"": 10.0}"
5,8,160,40,control/logeuclid-kernel-SVM,control,0.525,"{""clf__C"": 10.0}"
5,8,160,40,quantum/HS-overlap-SVM,quantum,0.5,"{""clf__C"": 0.1}"
5,8,160,40,quantum/Fidelity-SVM,quantum,0.5,"{""clf__C"": 0.1}"
5,8,160,40,quantum/HS-RBF-SVM,quantum,0.45,"{""clf__C"": 1.0, ""clf__gamma_mult"": 0.25}"
5,8,160,40,quantum/Bures-RBF-SVM,quantum,0.475,"{""clf__C"": 1.0, ""clf__gamma_mult"": 4.0}"
5,8,160,40,quantum/QRE-RBF-SVM,quantum,0.475,"{""clf__C"": 1.0, ""clf__gamma_mult"": 4.0}"
5,8,160,40,quantum/HS-overlap-ref-SVM,quantum,0.45,"{""clf__C"": 10.0}"
5,8,160,40,quantum/Fidelity-ref-SVM,quantum,0.425,"{""clf__C"": 10.0}"
5,8,160,40,quantum/HS-RBF-ref-SVM,quantum,0.5,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,8,160,40,quantum/Bures-RBF-ref-SVM,quantum,0.575,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,8,160,40,quantum/QRE-RBF-ref-SVM,quantum,0.55,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,9,10,40,classical/TS+LR,classical,0.5,"{""clf__C"": 0.1}"
5,9,10,40,classical/MDM,classical,0.5,{}
5,9,10,40,classical/CSP+LDA,classical,0.525,"{""csp__nfilter"": 2}"
5,9,10,40,control/riemann-kernel-SVM,control,0.4,"{""clf__C"": 1.0}"
5,9,10,40,control/logeuclid-kernel-SVM,control,0.475,"{""clf__C"": 10.0}"
5,9,10,40,quantum/HS-overlap-SVM,quantum,0.5,"{""clf__C"": 0.1}"
5,9,10,40,quantum/Fidelity-SVM,quantum,0.5,"{""clf__C"": 0.1}"
5,9,10,40,quantum/HS-RBF-SVM,quantum,0.425,"{""clf__C"": 0.1, ""clf__gamma_mult"": 4.0}"
5,9,10,40,quantum/Bures-RBF-SVM,quantum,0.45,"{""clf__C"": 0.1, ""clf__gamma_mult"": 4.0}"
5,9,10,40,quantum/QRE-RBF-SVM,quantum,0.45,"{""clf__C"": 0.1, ""clf__gamma_mult"": 4.0}"
5,9,10,40,quantum/HS-overlap-ref-SVM,quantum,0.425,"{""clf__C"": 0.1}"
5,9,10,40,quantum/Fidelity-ref-SVM,quantum,0.45,"{""clf__C"": 0.1}"
5,9,10,40,quantum/HS-RBF-ref-SVM,quantum,0.55,"{""clf__C"": 10.0, ""clf__gamma_mult"": 4.0}"
5,9,10,40,quantum/Bures-RBF-ref-SVM,quantum,0.475,"{""clf__C"": 0.1, ""clf__gamma_mult"": 4.0}"
5,9,10,40,quantum/QRE-RBF-ref-SVM,quantum,0.475,"{""clf__C"": 0.1, ""clf__gamma_mult"": 4.0}"
5,9,20,40,classical/TS+LR,classical,0.45,"{""clf__C"": 0.1}"
5,9,20,40,classical/MDM,classical,0.45,{}
5,9,20,40,classical/CSP+LDA,classical,0.55,"{""csp__nfilter"": 2}"
5,9,20,40,control/riemann-kernel-SVM,control,0.45,"{""clf__C"": 10.0}"
5,9,20,40,control/logeuclid-kernel-SVM,control,0.45,"{""clf__C"": 10.0}"
5,9,20,40,quantum/HS-overlap-SVM,quantum,0.5,"{""clf__C"": 0.1}"
5,9,20,40,quantum/Fidelity-SVM,quantum,0.5,"{""clf__C"": 0.1}"
5,9,20,40,quantum/HS-RBF-SVM,quantum,0.5,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
5,9,20,40,quantum/Bures-RBF-SVM,quantum,0.5,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
5,9,20,40,quantum/QRE-RBF-SVM,quantum,0.5,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
5,9,20,40,quantum/HS-overlap-ref-SVM,quantum,0.425,"{""clf__C"": 10.0}"
5,9,20,40,quantum/Fidelity-ref-SVM,quantum,0.45,"{""clf__C"": 0.1}"
5,9,20,40,quantum/HS-RBF-ref-SVM,quantum,0.45,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
5,9,20,40,quantum/Bures-RBF-ref-SVM,quantum,0.475,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
5,9,20,40,quantum/QRE-RBF-ref-SVM,quantum,0.45,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
5,9,40,40,classical/TS+LR,classical,0.5,"{""clf__C"": 1.0}"
5,9,40,40,classical/MDM,classical,0.525,{}
5,9,40,40,classical/CSP+LDA,classical,0.5,"{""csp__nfilter"": 2}"
5,9,40,40,control/riemann-kernel-SVM,control,0.5,"{""clf__C"": 10.0}"
5,9,40,40,control/logeuclid-kernel-SVM,control,0.5,"{""clf__C"": 1.0}"
5,9,40,40,quantum/HS-overlap-SVM,quantum,0.5,"{""clf__C"": 0.1}"
5,9,40,40,quantum/Fidelity-SVM,quantum,0.5,"{""clf__C"": 0.1}"
5,9,40,40,quantum/HS-RBF-SVM,quantum,0.5,"{""clf__C"": 1.0, ""clf__gamma_mult"": 1.0}"
5,9,40,40,quantum/Bures-RBF-SVM,quantum,0.475,"{""clf__C"": 1.0, ""clf__gamma_mult"": 1.0}"
5,9,40,40,quantum/QRE-RBF-SVM,quantum,0.475,"{""clf__C"": 1.0, ""clf__gamma_mult"": 1.0}"
5,9,40,40,quantum/HS-overlap-ref-SVM,quantum,0.6,"{""clf__C"": 0.1}"
5,9,40,40,quantum/Fidelity-ref-SVM,quantum,0.55,"{""clf__C"": 0.1}"
5,9,40,40,quantum/HS-RBF-ref-SVM,quantum,0.575,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,9,40,40,quantum/Bures-RBF-ref-SVM,quantum,0.475,"{""clf__C"": 10.0, ""clf__gamma_mult"": 4.0}"
5,9,40,40,quantum/QRE-RBF-ref-SVM,quantum,0.475,"{""clf__C"": 10.0, ""clf__gamma_mult"": 4.0}"
5,9,80,40,classical/TS+LR,classical,0.4,"{""clf__C"": 10.0}"
5,9,80,40,classical/MDM,classical,0.6,{}
5,9,80,40,classical/CSP+LDA,classical,0.375,"{""csp__nfilter"": 6}"
5,9,80,40,control/riemann-kernel-SVM,control,0.45,"{""clf__C"": 10.0}"
5,9,80,40,control/logeuclid-kernel-SVM,control,0.525,"{""clf__C"": 0.1}"
5,9,80,40,quantum/HS-overlap-SVM,quantum,0.5,"{""clf__C"": 0.1}"
5,9,80,40,quantum/Fidelity-SVM,quantum,0.5,"{""clf__C"": 0.1}"
5,9,80,40,quantum/HS-RBF-SVM,quantum,0.45,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,9,80,40,quantum/Bures-RBF-SVM,quantum,0.45,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,9,80,40,quantum/QRE-RBF-SVM,quantum,0.45,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,9,80,40,quantum/HS-overlap-ref-SVM,quantum,0.45,"{""clf__C"": 10.0}"
5,9,80,40,quantum/Fidelity-ref-SVM,quantum,0.5,"{""clf__C"": 0.1}"
5,9,80,40,quantum/HS-RBF-ref-SVM,quantum,0.525,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,9,80,40,quantum/Bures-RBF-ref-SVM,quantum,0.55,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,9,80,40,quantum/QRE-RBF-ref-SVM,quantum,0.55,"{""clf__C"": 10.0, ""clf__gamma_mult"": 1.0}"
5,9,160,40,classical/TS+LR,classical,0.55,"{""clf__C"": 0.1}"
5,9,160,40,classical/MDM,classical,0.575,{}
5,9,160,40,classical/CSP+LDA,classical,0.55,"{""csp__nfilter"": 6}"
5,9,160,40,control/riemann-kernel-SVM,control,0.525,"{""clf__C"": 10.0}"
5,9,160,40,control/logeuclid-kernel-SVM,control,0.5,"{""clf__C"": 10.0}"
5,9,160,40,quantum/HS-overlap-SVM,quantum,0.5,"{""clf__C"": 0.1}"
5,9,160,40,quantum/Fidelity-SVM,quantum,0.5,"{""clf__C"": 0.1}"
5,9,160,40,quantum/HS-RBF-SVM,quantum,0.45,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
5,9,160,40,quantum/Bures-RBF-SVM,quantum,0.425,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
5,9,160,40,quantum/QRE-RBF-SVM,quantum,0.425,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
5,9,160,40,quantum/HS-overlap-ref-SVM,quantum,0.6,"{""clf__C"": 10.0}"
5,9,160,40,quantum/Fidelity-ref-SVM,quantum,0.625,"{""clf__C"": 10.0}"
5,9,160,40,quantum/HS-RBF-ref-SVM,quantum,0.5,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
5,9,160,40,quantum/Bures-RBF-ref-SVM,quantum,0.575,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
5,9,160,40,quantum/QRE-RBF-ref-SVM,quantum,0.55,"{""clf__C"": 10.0, ""clf__gamma_mult"": 0.25}"
